Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/8/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Chad,TCD,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.37426639,21.67428522,23.59338339,23.18742747,22.684155,23.43299852,23.81131168,22.56642572,19.23315794,20.55406824,19.12693613,16.50334727,18.0955109,18.87666041,18.35527668,21.36890484,21.7104057,21.07353593,20.94945077,20.79215159,23.38876502,22.2671589,21.79871061,,,
Europe & Central Asia (IDA & IBRD countries),TEC,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.987746697,6.443856787,6.361124437,5.935546559,6.16165431,6.544846883,6.709076738,6.298229793,5.776280303,6.415718241,6.832289102,5.652024789,5.992874854,6.067134825,6.46646221,7.106324814,6.973102152,6.815818387,6.640429253,6.519434554,7.355077887,6.981353388,4.869239687,,,
Togo,TGO,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,3.79,3.1,1.85,1.96,3.89,,4.12,2.27,3.46,3.57,2.75,1.67,1.1,1.69,3.06,3.05,2.64,2.71,3.78,3.06,1.95,2.48,,,
Thailand,THA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.56,22.37,22.29,20.81,18.98,17.37,17.51,16.32,13.02,15.7,14.18,11.92,11.82,11.3,12.62,13.88,14.03,14.04,13.38,13.07,15.01,14.3,,,,
Tajikistan,TJK,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,1.11,1.15,1.84,1.19,1.35,,,,
Turkmenistan,TKM,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43470721,13.3368355,11.78138721,12.08701368,12.94131795,13.04466783,13.48944596,10.87877549,11.59788575,12.92329569,12.89021925,11.65114357,11.33847572,11.61126385,11.33940016,11.44723007,11.41503598,11.12872655,10.84771639,11.23191032,12.3539647,11.01755044,9.4016408,,,
Timor-Leste,TLS,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,3.38,,,,,,,,6.36,,,,3.88,,,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.025271257,5.005150263,5.955055647,5.089953726,5.074864984,4.189006986,3.786748873,3.772805977,3.841390351,3.658909323,4.053175756,3.83791263,4.620316049,4.638273428,4.431753174,4.54856899,,,,,,,
Tonga,TON,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,3.74,4.28,3.48,5.92,2.84,2.82,3.97,7.66,5.27,6.36,3.89,3.84,6.95,10.22,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.119955571,5.613432208,6.445536543,7.672249165,7.725102416,7.398475211,7.448104482,7.016455433,4.093125832,7.191309299,5.966683437,5.623375846,5.019262527,5.404155946,6.145365809,7.81893599,9.048369077,9.402661747,9.076381882,9.148653271,10.47395144,9.15711549,7.427760188,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.726179578,6.481435485,6.333457614,6.417672158,7.336498664,7.325495548,6.796095292,5.669490699,6.172194787,6.010945959,6.157844957,4.988237784,4.851167894,4.66221149,4.732477416,5.291303464,5.152922434,4.652642546,4.432304018,4.68800879,4.805865151,4.636637187,,,,
Trinidad and Tobago,TTO,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,3.65,4.14,3.38,3.59,4.03,5.3,2.66,2.44,3.05,3.07,2.44,2.28,2.04,2.38,4.35,2.72,3.17,2.31,2.63,3.14,2.98,,,,
Tunisia,TUN,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,3.91,3.8,5.05,5.09,4.57,5.57,4.32,4.37,5.97,6.31,6.63,5.79,4.96,4.73,5.6,6.21,5.34,5.27,5.47,6.22,5.22,,,,
Turkiye,TUR,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15,6.84,6.37,6.1,6.4,6.12,5.54,5.03,3.91,5.02,4.47,3.83,4.18,4.63,5.19,5.76,6.22,5.68,4.09,4.06,4.57,4.1,2.97,,,
Tuvalu,TUV,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.85,,4.64,6.11,1.39,,2.07,,,,,,,,,,,,,,,,,
Tanzania,TZA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58,6.92,5.6,5.47,4.75,5.83,5.9,5.81,5.01,4.98,3.77,3.66,3.63,3.44,3.08,3.88,4.23,3.87,3.12,3.21,3.85,3.26,2.42,,,
Uganda,UGA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46,8.27,6.06,6.44,7.13,7.54,7.48,9.18,8.94,7.49,7.42,7.82,6.63,5.39,4.26,5.24,4.21,4.07,4.01,3.48,3.06,,,,,
Ukraine,UKR,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.23,2.59,2.79,3.23,4.01,3.19,2.28,1.9,2.19,3.19,2.59,3.77,3.79,3.56,4.01,4.88,5.13,5.8,6.59,5.95,5.36,4.73,,,
Upper middle income,UMC,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.97222805,17.98561377,18.50928945,18.52300915,18.38040672,18.91612507,19.13203001,17.73038482,15.66834795,16.97583258,15.98397705,14.18312217,14.83232733,15.25715021,14.67784133,16.80183694,17.01588417,16.43869306,16.38851818,16.45565472,18.339965,17.32453469,16.28175035,,,
Uruguay,URY,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,5.98,4.55,4.05,4.54,6.28,5.89,6.01,5.77,6.36,5.64,5.26,5.62,6.09,6.95,6.48,7.12,8,6.79,6.68,6.67,5.73,5.32,,,
United States,USA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66,15.26,14.84,14.08,14.17,13.64,13.46,12.8,11.84,14.4,14.22,12.84,12.81,12.96,12.86,13.78,14.06,14.28,13.6,12.93,14.44,14,12.98,,,
Uzbekistan,UZB,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.05,3.02,3.98,4.2,4.07,,,
St. Vincent and the Grenadines,VCT,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,4.54,6.76,8.43,5.12,6.41,4.26,5.73,3.7,3.56,3.67,3.57,3.3,3.93,5.76,4.43,4,3.6,4.44,4.22,5.18,4.14,,,,
"Venezuela, RB",VEN,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26,7.24,6.22,5.87,8.67,11.9,11.28,10.38,10.14,8.22,7.57,6.17,6.14,4.19,,,,,,,,,,,,
British Virgin Islands,VGB,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,4.08,3.97,4.61,5.56,6.12,6.5,7.01,6.38,8.62,8.4,10.17,16.18,19.93,19.14,21.13,22.59,25.01,23.81,25.65,30.63,29.42,,,,
Vanuatu,VUT,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43,2.8,,6.44,5.41,3.12,,,,,,,,,,,,,,
World,WLD,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.52611033,14.73368701,14.55281913,14.36209048,14.50561145,13.88302494,13.84850843,12.98753195,11.79932432,12.93677009,12.95974782,11.53455156,11.54421158,11.5023588,11.69851591,12.96471934,13.20133187,13.36105113,13.11053928,13.1525687,14.6237328,14.11911782,12.75733782,,,
Samoa,WSM,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,3.48,3.67,2.37,2.04,7.43,3.48,2.63,1.29,2.37,2.76,2.74,2.71,3.76,3.68,4.62,3.38,3.61,4.1,,3.19,,,,
Kosovo,XKX,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,2.09,1.99,2.89,1.17,1.98,1.34,0.99,1.03,1.16,1.33,1.13,,,1.82,2.34,,,,,,
South Africa,ZAF,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.29,11.35,10.9,10.07,10.73,11.09,10.1,8.76,7.82,8.68,9.25,8.19,7.47,8.18,7.83,8.93,8.61,8.11,7.91,8.01,8.18,7.88,6.76,,,
Zambia,ZMB,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41,4.94,3.29,4.24,3.28,4.72,4.46,3.09,2.83,2.95,2.35,2.97,2.29,2.14,2.38,2.78,5.94,3.09,4.36,2.99,3.52,2.49,,,,
Zimbabwe,ZWE,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59,4.4,3.33,3.97,5.06,4.3,2.91,1.5,2.66,2.45,5.78,2.83,3.49,3.7,3.88,4.84,3.65,4.64,2.75,2.26,2.4,2.15,2.3,,,
